patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Lukas,fighter,51.37,0.35,1.39,mythic,
,,Kagura,mage,51.31,0.43,1.17,mythic,
,,Aamon,assassin,51.18,0.95,7.22,mythic,
,,Roger,fighter,51.08,0.34,0.18,mythic,
,,Obsidia,marksman,51.01,0.7,2.59,mythic,
,,X.Borg,fighter,50.96,0.73,5.81,mythic,
,,Yi Sun-shin,assassin,50.89,1.19,10.97,mythic,
,,Johnson,tank,50.87,1.01,3.77,mythic,
,,Vexana,mage,50.86,2.17,3.01,mythic,
,,Irithel,marksman,50.83,0.4,0.65,mythic,
,,Aulus,fighter,50.65,0.2,0.39,mythic,
,,Fredrinn,fighter,50.61,0.37,3.23,mythic,
,,Badang,fighter,50.52,0.87,0.85,mythic,
,,Saber,assassin,50.5,1.3,46.9,mythic,
,,Hanzo,assassin,50.41,0.71,29.47,mythic,
,,Paquito,fighter,50.38,1.45,48.98,mythic,
,,Thamuz,fighter,50.37,1.21,4.38,mythic,
,,Aldous,fighter,50.32,0.54,0.82,mythic,
,,Lylia,mage,50.24,0.45,1.01,mythic,
,,Guinevere,fighter,50.23,0.94,8.64,mythic,
,,Kadita,mage,50.18,0.81,6.77,mythic,
,,Julian,assassin,50.12,1.13,3.19,mythic,
,,Alice,tank,50.02,0.52,6.12,mythic,
,,Leomord,fighter,50.02,0.28,1.88,mythic,
,,Suyou,assassin,49.95,0.7,2.03,mythic,
,,Natan,marksman,49.88,0.22,0.21,mythic,
,,Yve,mage,49.7,0.03,0.08,mythic,
,,Odette,mage,49.63,0.61,0.48,mythic,
,,Hirara,assassin,49.47,0.49,36.19,mythic,
,,Aurora,mage,49.42,0.63,0.7,mythic,
,,Chang'e,mage,49.42,0.95,0.94,mythic,
,,Alucard,fighter,49.35,0.6,0.61,mythic,
,,Lapu-Lapu,fighter,49.32,0.35,1.59,mythic,
,,Yin,fighter,49.22,0.82,3.76,mythic,
,,Novaria,mage,49.2,1.56,10.69,mythic,
,,Hylos,tank,49.12,0.34,1.0,mythic,
,,Angela,support,49.05,1.54,14.7,mythic,
,,Sora,fighter,48.97,0.44,7.05,mythic,
,,Ruby,fighter,48.89,0.32,0.99,mythic,
,,Dyrroth,fighter,48.85,2.1,2.74,mythic,
,,Lunox,mage,48.79,0.14,0.3,mythic,
,,Hayabusa,assassin,48.72,0.87,5.67,mythic,
,,Esmeralda,tank,48.71,0.76,3.05,mythic,
,,Faramis,support,48.7,0.04,0.32,mythic,
,,Yu Zhong,fighter,48.66,0.58,2.59,mythic,
,,Cecilion,mage,48.64,0.56,0.29,mythic,
,,Ixia,marksman,48.63,0.88,2.44,mythic,
,,Gusion,assassin,48.55,1.62,8.26,mythic,
,,Helcurt,assassin,48.49,0.98,21.55,mythic,
,,Brody,marksman,48.29,0.48,1.35,mythic,
,,Jawhead,fighter,48.28,0.54,0.77,mythic,
,,Selena,assassin,48.28,1.24,7.41,mythic,
,,Beatrix,marksman,48.23,0.48,0.73,mythic,
,,Nana,mage,48.12,2.04,6.86,mythic,
,,Phoveus,fighter,48.12,0.25,1.24,mythic,
,,Martis,fighter,47.94,0.64,0.96,mythic,
,,Layla,marksman,47.86,1.7,2.04,mythic,
,,Balmond,fighter,47.78,1.08,1.02,mythic,
,,Kaja,support,47.77,0.39,24.83,mythic,
,,Claude,marksman,47.7,0.59,0.54,mythic,
,,Cici,fighter,47.57,0.29,2.24,mythic,
,,Zilong,fighter,47.5,1.11,0.71,mythic,
,,Baxia,tank,47.45,0.06,0.2,mythic,
,,Clint,marksman,47.43,0.51,0.79,mythic,
,,Xavier,mage,47.42,0.56,0.28,mythic,
,,Luo Yi,mage,47.39,0.16,0.12,mythic,
,,Harley,assassin,47.37,1.27,18.03,mythic,
,,Moskov,marksman,47.36,0.76,0.47,mythic,
,,Nolan,assassin,47.25,0.39,1.5,mythic,
,,Zhuxin,mage,47.24,0.06,0.45,mythic,
,,Pharsa,mage,47.12,0.46,0.44,mythic,
,,Arlott,fighter,47.1,0.3,0.51,mythic,
,,Grock,tank,47.05,0.4,1.45,mythic,
,,Freya,fighter,46.81,0.64,3.34,mythic,
,,Kimmy,marksman,46.78,0.55,0.62,mythic,
,,Karina,assassin,46.71,0.74,3.2,mythic,
,,Tigreal,tank,46.56,2.44,13.09,mythic,
,,Lesley,marksman,46.56,1.96,20.86,mythic,
,,Alpha,fighter,46.39,1.28,0.77,mythic,
,,Wanwan,marksman,46.28,0.11,0.28,mythic,
,,Chip,support,46.21,0.03,0.52,mythic,
,,Karrie,marksman,46.16,0.51,1.55,mythic,
,,Gatotkaca,tank,45.69,0.85,0.72,mythic,
,,Chou,fighter,45.66,1.18,4.46,mythic,
,,Bruno,marksman,45.36,0.12,0.12,mythic,
,,Joy,assassin,45.0,0.09,0.35,mythic,
,,Harith,mage,44.96,0.11,0.14,mythic,
,,Mathilda,support,44.52,0.09,0.21,mythic,
,,Lancelot,assassin,43.65,0.49,0.96,mythic,
,,Kalea,support,43.29,0.12,0.44,mythic,
,,Franco,tank,43.03,1.3,6.16,mythic,
,,Fanny,assassin,41.7,0.5,2.64,mythic,
,,Valentina,mage,41.68,0.06,0.11,mythic,
,,Granger,marksman,39.97,1.15,3.32,mythic,
