patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Bane,fighter,51.69,0.32,0.19,mythic,
,,Lukas,fighter,51.66,0.35,0.83,mythic,
,,Zetian,mage,51.62,1.53,15.94,mythic,
,,Kadita,mage,51.36,0.78,6.91,mythic,
,,Edith,tank,51.32,0.21,0.13,mythic,
,,Fredrinn,fighter,51.3,0.55,4.22,mythic,
,,Natan,marksman,51.19,0.26,0.18,mythic,
,,Guinevere,fighter,51.18,1.16,14.75,mythic,
,,Aamon,assassin,50.99,0.88,4.93,mythic,
,,Aulus,fighter,50.96,0.32,0.61,mythic,
,,Badang,fighter,50.93,1.05,1.28,mythic,
,,Akai,tank,50.88,0.56,13.88,mythic,
,,Uranus,tank,50.7,0.39,0.89,mythic,
,,Paquito,fighter,50.66,1.56,61.89,mythic,
,,Faramis,support,50.65,0.06,0.37,mythic,
,,X.Borg,fighter,50.64,0.67,3.72,mythic,
,,Alice,tank,50.55,0.63,5.3,mythic,
,,Thamuz,fighter,50.45,1.04,2.92,mythic,
,,Suyou,assassin,50.4,0.81,2.95,mythic,
,,Julian,assassin,50.26,1.02,2.75,mythic,
,,Vale,mage,50.23,0.69,0.33,mythic,
,,Leomord,fighter,50.15,0.47,2.2,mythic,
,,Odette,mage,50.02,0.55,0.34,mythic,
,,Vexana,mage,49.96,1.98,2.2,mythic,
,,Yu Zhong,fighter,49.92,0.66,2.09,mythic,
,,Roger,fighter,49.9,0.41,0.15,mythic,
,,Lapu-Lapu,fighter,49.88,0.46,1.38,mythic,
,,Novaria,mage,49.87,1.07,2.5,mythic,
,,Ruby,fighter,49.86,0.38,0.8,mythic,
,,Lunox,mage,49.81,0.19,0.22,mythic,
,,Sora,fighter,49.8,0.56,9.09,mythic,
,,Saber,assassin,49.79,1.01,41.29,mythic,
,,Hirara,assassin,49.75,0.52,36.19,mythic,
,,Yve,mage,49.73,0.04,0.06,mythic,
,,Brody,marksman,49.64,0.59,1.04,mythic,
,,Johnson,tank,49.52,0.89,3.24,mythic,
,,Alucard,fighter,49.5,0.62,0.54,mythic,
,,Lylia,mage,49.49,0.48,0.82,mythic,
,,Esmeralda,tank,49.42,1.01,3.66,mythic,
,,Beatrix,marksman,49.4,0.59,0.63,mythic,
,,Moskov,marksman,49.29,0.81,0.33,mythic,
,,Angela,support,49.21,1.62,14.92,mythic,
,,Clint,marksman,48.98,0.63,0.72,mythic,
,,Cecilion,mage,48.97,0.57,0.2,mythic,
,,Gusion,assassin,48.8,1.77,8.12,mythic,
,,Obsidia,marksman,48.74,0.53,1.09,mythic,
,,Ixia,marksman,48.72,0.9,1.99,mythic,
,,Nolan,assassin,48.71,0.5,1.43,mythic,
,,Claude,marksman,48.65,0.91,0.56,mythic,
,,Karrie,marksman,48.63,0.64,2.15,mythic,
,,Phoveus,fighter,48.6,0.28,0.98,mythic,
,,Hylos,tank,48.6,0.35,0.87,mythic,
,,Dyrroth,fighter,48.59,1.56,1.73,mythic,
,,Balmond,fighter,48.56,1.2,1.32,mythic,
,,Chang'e,mage,48.54,0.88,0.64,mythic,
,,Helcurt,assassin,48.54,0.94,32.32,mythic,
,,Bruno,marksman,48.48,0.15,0.1,mythic,
,,Aurora,mage,48.36,0.51,0.39,mythic,
,,Luo Yi,mage,48.32,0.18,0.11,mythic,
,,Xavier,mage,48.26,0.4,0.13,mythic,
,,Jawhead,fighter,48.15,0.5,0.57,mythic,
,,Selena,assassin,48.15,1.3,7.12,mythic,
,,Freya,fighter,48.07,0.65,2.85,mythic,
,,Arlott,fighter,48.04,0.39,0.7,mythic,
,,Yin,fighter,48.01,0.52,2.36,mythic,
,,Aldous,fighter,48.01,0.45,0.59,mythic,
,,Cici,fighter,47.99,0.29,1.49,mythic,
,,Hayabusa,assassin,47.93,0.69,2.78,mythic,
,,Chip,support,47.91,0.04,0.57,mythic,
,,Martis,fighter,47.91,0.56,0.72,mythic,
,,Kimmy,marksman,47.6,0.61,0.62,mythic,
,,Joy,assassin,47.56,0.19,0.46,mythic,
,,Grock,tank,47.43,0.43,1.73,mythic,
,,Layla,marksman,47.43,1.26,1.18,mythic,
,,Zhuxin,mage,47.41,0.13,1.13,mythic,
,,Lesley,marksman,47.4,2.1,18.96,mythic,
,,Wanwan,marksman,47.15,0.13,0.21,mythic,
,,Harley,assassin,47.02,1.07,19.01,mythic,
,,Zilong,fighter,46.96,0.82,0.51,mythic,
,,Nana,mage,46.86,1.75,5.09,mythic,
,,Pharsa,mage,46.62,0.46,0.31,mythic,
,,Chou,fighter,46.45,1.32,6.85,mythic,
,,Harith,mage,46.41,0.19,0.24,mythic,
,,Mathilda,support,46.27,0.11,0.26,mythic,
,,Baxia,tank,46.22,0.1,0.25,mythic,
,,Karina,assassin,46.07,0.71,2.45,mythic,
,,Tigreal,tank,45.86,2.27,13.43,mythic,
,,Alpha,fighter,45.57,0.99,0.47,mythic,
,,Gatotkaca,tank,45.07,0.65,0.53,mythic,
,,Kaja,support,44.14,1.24,37.67,mythic,
,,Kalea,support,44.02,0.12,0.52,mythic,
,,Lancelot,assassin,43.66,0.54,0.66,mythic,
,,Franco,tank,43.37,1.1,7.59,mythic,
,,Valentina,mage,42.73,0.11,0.12,mythic,
,,Fanny,assassin,42.0,0.58,2.26,mythic,
,,Granger,marksman,41.0,1.37,2.46,mythic,
