patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Leomord,fighter,49.98,0.25,1.74,mythic,
,,Lapu-Lapu,fighter,49.95,0.34,1.43,mythic,
,,Alice,tank,49.9,0.53,7.06,mythic,
,,Natan,marksman,49.74,0.22,0.21,mythic,
,,Lylia,mage,49.67,0.47,1.03,mythic,
,,Yin,fighter,49.63,0.82,3.97,mythic,
,,Chang'e,mage,49.62,0.97,0.98,mythic,
,,Cecilion,mage,49.51,0.56,0.3,mythic,
,,Odette,mage,49.46,0.59,0.5,mythic,
,,Novaria,mage,49.45,1.46,10.36,mythic,
,,Angela,support,49.43,1.56,15.22,mythic,
,,Hylos,tank,49.37,0.35,0.9,mythic,
,,Yu Zhong,fighter,49.29,0.56,2.48,mythic,
,,Alucard,fighter,49.28,0.59,0.62,mythic,
,,Aurora,mage,48.99,0.64,0.72,mythic,
,,Sora,fighter,48.97,0.42,7.17,mythic,
,,Ruby,fighter,48.93,0.31,0.93,mythic,
,,Beatrix,marksman,48.87,0.48,0.72,mythic,
,,Dyrroth,fighter,48.78,2.32,3.08,mythic,
,,Esmeralda,tank,48.7,0.8,3.1,mythic,
,,Faramis,support,48.59,0.04,0.31,mythic,
,,Hayabusa,assassin,48.59,0.77,5.48,mythic,
,,Helcurt,assassin,48.57,0.97,20.67,mythic,
,,Brody,marksman,48.42,0.47,1.28,mythic,
,,Lunox,mage,48.36,0.13,0.3,mythic,
,,Selena,assassin,48.33,1.23,7.64,mythic,
,,Gusion,assassin,48.24,1.81,8.45,mythic,
,,Nana,mage,48.22,2.68,8.07,mythic,
,,Ixia,marksman,48.22,0.88,2.4,mythic,
,,Jawhead,fighter,48.08,0.56,0.81,mythic,
,,Layla,marksman,48.07,1.74,2.09,mythic,
,,Clint,marksman,48.07,0.48,0.78,mythic,
,,Luo Yi,mage,47.91,0.16,0.12,mythic,
,,Martis,fighter,47.85,0.61,0.89,mythic,
,,Yve,mage,47.83,0.02,0.08,mythic,
,,Balmond,fighter,47.8,1.1,1.0,mythic,
,,Xavier,mage,47.66,0.51,0.28,mythic,
,,Harley,assassin,47.66,1.22,17.5,mythic,
,,Grock,tank,47.57,0.39,1.42,mythic,
,,Kaja,support,47.51,0.36,20.72,mythic,
,,Cici,fighter,47.46,0.28,1.96,mythic,
,,Moskov,marksman,47.34,0.75,0.47,mythic,
,,Phoveus,fighter,47.23,0.25,1.43,mythic,
,,Nolan,assassin,47.04,0.46,1.82,mythic,
,,Kimmy,marksman,47.03,0.57,0.67,mythic,
,,Claude,marksman,47.01,0.58,0.53,mythic,
,,Chip,support,46.97,0.03,0.51,mythic,
,,Zilong,fighter,46.93,1.22,0.98,mythic,
,,Arlott,fighter,46.91,0.29,0.52,mythic,
,,Freya,fighter,46.85,0.62,3.76,mythic,
,,Pharsa,mage,46.79,0.47,0.45,mythic,
,,Baxia,tank,46.78,0.06,0.2,mythic,
,,Alpha,fighter,46.71,1.27,0.8,mythic,
,,Lesley,marksman,46.52,1.95,20.52,mythic,
,,Karina,assassin,46.47,0.71,3.27,mythic,
,,Wanwan,marksman,46.25,0.11,0.27,mythic,
,,Joy,assassin,45.99,0.08,0.34,mythic,
,,Mathilda,support,45.96,0.09,0.2,mythic,
,,Karrie,marksman,45.92,0.51,1.46,mythic,
,,Gatotkaca,tank,45.91,0.87,0.72,mythic,
,,Tigreal,tank,45.9,2.4,12.9,mythic,
,,Zhuxin,mage,45.79,0.06,0.44,mythic,
,,Chou,fighter,45.6,1.08,4.2,mythic,
,,Bruno,marksman,44.86,0.12,0.13,mythic,
,,Harith,mage,44.38,0.1,0.12,mythic,
,,Kalea,support,43.69,0.12,0.44,mythic,
,,Franco,tank,43.12,1.3,5.94,mythic,
,,Valentina,mage,42.92,0.06,0.11,mythic,
,,Lancelot,assassin,42.81,0.57,1.06,mythic,
,,Fanny,assassin,41.08,0.56,2.72,mythic,
,,Granger,marksman,39.98,1.28,3.48,mythic,
