patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Edith,tank,50.93,0.24,0.15,mythic,
,,Aulus,fighter,50.86,0.22,0.43,mythic,
,,Guinevere,fighter,50.76,0.98,8.3,mythic,
,,Paquito,fighter,50.76,1.44,49.83,mythic,
,,Leomord,fighter,50.74,0.28,1.89,mythic,
,,X.Borg,fighter,50.68,0.74,6.17,mythic,
,,Vexana,mage,50.59,2.14,2.92,mythic,
,,Johnson,tank,50.57,0.98,3.74,mythic,
,,Hirara,assassin,50.56,0.48,35.35,mythic,
,,Saber,assassin,50.4,1.27,46.61,mythic,
,,Fredrinn,fighter,50.37,0.37,2.95,mythic,
,,Yve,mage,50.35,0.03,0.08,mythic,
,,Suyou,assassin,50.34,0.68,1.92,mythic,
,,Alice,tank,50.32,0.5,4.54,mythic,
,,Badang,fighter,50.32,0.86,0.87,mythic,
,,Julian,assassin,50.3,1.17,3.51,mythic,
,,Aldous,fighter,50.18,0.55,0.83,mythic,
,,Kadita,mage,50.14,0.83,7.12,mythic,
,,Lylia,mage,50.04,0.48,1.1,mythic,
,,Natan,marksman,49.97,0.22,0.2,mythic,
,,Thamuz,fighter,49.95,1.23,4.73,mythic,
,,Lapu-Lapu,fighter,49.67,0.37,2.03,mythic,
,,Novaria,mage,49.63,1.52,10.13,mythic,
,,Ruby,fighter,49.55,0.34,0.97,mythic,
,,Odette,mage,49.49,0.63,0.5,mythic,
,,Hylos,tank,49.47,0.34,1.3,mythic,
,,Lunox,mage,49.46,0.16,0.29,mythic,
,,Alucard,fighter,49.37,0.62,0.67,mythic,
,,Esmeralda,tank,49.32,0.76,3.01,mythic,
,,Chang'e,mage,49.31,0.97,0.99,mythic,
,,Faramis,support,49.15,0.05,0.32,mythic,
,,Hayabusa,assassin,49.03,0.9,5.66,mythic,
,,Cecilion,mage,48.94,0.59,0.31,mythic,
,,Yu Zhong,fighter,48.93,0.6,3.06,mythic,
,,Gusion,assassin,48.93,1.68,8.6,mythic,
,,Sora,fighter,48.87,0.42,6.56,mythic,
,,Aurora,mage,48.82,0.62,0.72,mythic,
,,Beatrix,marksman,48.82,0.48,0.75,mythic,
,,Ixia,marksman,48.82,0.9,2.61,mythic,
,,Angela,support,48.78,1.63,14.65,mythic,
,,Selena,assassin,48.72,1.25,7.68,mythic,
,,Jawhead,fighter,48.59,0.55,0.77,mythic,
,,Yin,fighter,48.58,0.8,3.85,mythic,
,,Dyrroth,fighter,48.56,2.04,2.73,mythic,
,,Phoveus,fighter,48.42,0.23,0.83,mythic,
,,Brody,marksman,48.34,0.5,1.4,mythic,
,,Helcurt,assassin,48.26,0.96,22.48,mythic,
,,Clint,marksman,48.19,0.53,0.8,mythic,
,,Moskov,marksman,48.02,0.75,0.46,mythic,
,,Luo Yi,mage,47.97,0.17,0.13,mythic,
,,Xavier,mage,47.84,0.54,0.28,mythic,
,,Cici,fighter,47.83,0.3,2.66,mythic,
,,Nana,mage,47.82,2.03,7.01,mythic,
,,Martis,fighter,47.81,0.64,1.21,mythic,
,,Kaja,support,47.78,0.43,29.42,mythic,
,,Layla,marksman,47.77,1.7,2.05,mythic,
,,Harley,assassin,47.77,1.26,18.92,mythic,
,,Claude,marksman,47.7,0.56,0.5,mythic,
,,Arlott,fighter,47.62,0.29,0.56,mythic,
,,Grock,tank,47.6,0.39,1.49,mythic,
,,Nolan,assassin,47.58,0.38,1.11,mythic,
,,Balmond,fighter,47.55,1.11,1.05,mythic,
,,Freya,fighter,47.55,0.62,2.73,mythic,
,,Wanwan,marksman,47.31,0.12,0.3,mythic,
,,Kimmy,marksman,47.06,0.58,0.7,mythic,
,,Zilong,fighter,46.92,1.12,0.73,mythic,
,,Baxia,tank,46.9,0.06,0.21,mythic,
,,Pharsa,mage,46.85,0.48,0.46,mythic,
,,Lesley,marksman,46.82,1.99,22.11,mythic,
,,Bruno,marksman,46.71,0.12,0.12,mythic,
,,Joy,assassin,46.66,0.1,0.38,mythic,
,,Zhuxin,mage,46.31,0.06,0.52,mythic,
,,Chou,fighter,46.04,1.17,4.4,mythic,
,,Chip,support,46.03,0.03,0.56,mythic,
,,Karrie,marksman,45.94,0.51,1.51,mythic,
,,Alpha,fighter,45.93,1.27,0.81,mythic,
,,Tigreal,tank,45.91,2.34,13.45,mythic,
,,Karina,assassin,45.75,0.78,3.82,mythic,
,,Gatotkaca,tank,45.29,0.78,0.77,mythic,
,,Harith,mage,44.98,0.11,0.15,mythic,
,,Mathilda,support,44.72,0.11,0.25,mythic,
,,Lancelot,assassin,43.83,0.47,0.83,mythic,
,,Kalea,support,43.26,0.12,0.47,mythic,
,,Franco,tank,43.24,1.24,6.32,mythic,
,,Fanny,assassin,42.49,0.49,2.45,mythic,
,,Valentina,mage,41.98,0.06,0.09,mythic,
,,Granger,marksman,40.3,1.15,3.11,mythic,
