patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Uranus,tank,51.21,0.38,0.96,mythic,
,,Irithel,marksman,51.14,0.4,0.62,mythic,
,,Vale,mage,51.1,0.83,0.55,mythic,
,,Obsidia,marksman,51.09,0.72,2.49,mythic,
,,Kagura,mage,51.03,0.41,1.19,mythic,
,,Terizla,fighter,51.02,0.4,0.45,mythic,
,,X.Borg,fighter,51.02,0.74,5.96,mythic,
,,Johnson,tank,51.0,1.02,3.87,mythic,
,,Badang,fighter,50.85,0.89,0.89,mythic,
,,Hanzo,assassin,50.82,0.74,28.77,mythic,
,,Roger,fighter,50.8,0.34,0.16,mythic,
,,Aamon,assassin,50.7,0.95,7.14,mythic,
,,Vexana,mage,50.66,2.2,2.98,mythic,
,,Guinevere,fighter,50.54,0.95,9.03,mythic,
,,Leomord,fighter,50.53,0.28,1.87,mythic,
,,Julian,assassin,50.4,1.12,3.29,mythic,
,,Fredrinn,fighter,50.36,0.37,3.07,mythic,
,,Paquito,fighter,50.35,1.44,50.31,mythic,
,,Saber,assassin,50.21,1.3,46.64,mythic,
,,Aldous,fighter,50.17,0.55,0.82,mythic,
,,Aulus,fighter,50.12,0.21,0.37,mythic,
,,Hirara,assassin,50.08,0.49,36.0,mythic,
,,Kadita,mage,50.05,0.81,6.84,mythic,
,,Alice,tank,49.93,0.5,5.24,mythic,
,,Thamuz,fighter,49.88,1.16,4.17,mythic,
,,Odette,mage,49.87,0.61,0.47,mythic,
,,Suyou,assassin,49.76,0.68,1.94,mythic,
,,Lapu-Lapu,fighter,49.71,0.34,1.69,mythic,
,,Lunox,mage,49.62,0.14,0.28,mythic,
,,Lylia,mage,49.56,0.45,0.99,mythic,
,,Novaria,mage,49.34,1.55,10.35,mythic,
,,Yin,fighter,49.28,0.82,3.77,mythic,
,,Aurora,mage,49.15,0.64,0.7,mythic,
,,Ruby,fighter,49.1,0.31,1.0,mythic,
,,Alucard,fighter,49.06,0.59,0.62,mythic,
,,Yu Zhong,fighter,49.06,0.56,2.67,mythic,
,,Hylos,tank,49.06,0.35,1.09,mythic,
,,Angela,support,48.99,1.52,14.62,mythic,
,,Sora,fighter,48.98,0.42,7.03,mythic,
,,Chang'e,mage,48.97,0.95,0.96,mythic,
,,Natan,marksman,48.94,0.22,0.2,mythic,
,,Brody,marksman,48.93,0.49,1.34,mythic,
,,Hayabusa,assassin,48.93,0.89,5.92,mythic,
,,Yve,mage,48.89,0.03,0.08,mythic,
,,Dyrroth,fighter,48.84,2.06,2.63,mythic,
,,Selena,assassin,48.81,1.22,7.39,mythic,
,,Gusion,assassin,48.81,1.6,8.36,mythic,
,,Cecilion,mage,48.79,0.57,0.27,mythic,
,,Esmeralda,tank,48.77,0.76,2.98,mythic,
,,Helcurt,assassin,48.64,0.97,22.4,mythic,
,,Beatrix,marksman,48.58,0.47,0.73,mythic,
,,Jawhead,fighter,48.45,0.56,0.72,mythic,
,,Ixia,marksman,48.45,0.88,2.37,mythic,
,,Faramis,support,48.41,0.04,0.31,mythic,
,,Cici,fighter,48.0,0.3,2.41,mythic,
,,Moskov,marksman,47.96,0.75,0.46,mythic,
,,Balmond,fighter,47.89,1.13,1.04,mythic,
,,Nana,mage,47.86,2.03,6.98,mythic,
,,Kaja,support,47.85,0.41,26.34,mythic,
,,Phoveus,fighter,47.83,0.25,1.01,mythic,
,,Layla,marksman,47.78,1.68,1.97,mythic,
,,Martis,fighter,47.76,0.65,1.06,mythic,
,,Clint,marksman,47.75,0.51,0.77,mythic,
,,Luo Yi,mage,47.49,0.15,0.12,mythic,
,,Harley,assassin,47.49,1.26,18.58,mythic,
,,Grock,tank,47.4,0.4,1.48,mythic,
,,Claude,marksman,47.39,0.58,0.52,mythic,
,,Zilong,fighter,47.35,1.12,0.72,mythic,
,,Xavier,mage,47.32,0.57,0.28,mythic,
,,Arlott,fighter,47.12,0.29,0.53,mythic,
,,Freya,fighter,46.97,0.61,3.01,mythic,
,,Nolan,assassin,46.88,0.39,1.3,mythic,
,,Kimmy,marksman,46.84,0.54,0.61,mythic,
,,Pharsa,mage,46.82,0.47,0.45,mythic,
,,Bruno,marksman,46.65,0.12,0.13,mythic,
,,Lesley,marksman,46.6,1.96,20.75,mythic,
,,Karina,assassin,46.54,0.71,3.17,mythic,
,,Joy,assassin,46.5,0.09,0.37,mythic,
,,Tigreal,tank,46.41,2.41,13.09,mythic,
,,Karrie,marksman,46.34,0.51,1.48,mythic,
,,Wanwan,marksman,46.28,0.11,0.28,mythic,
,,Baxia,tank,46.2,0.06,0.19,mythic,
,,Chip,support,46.17,0.03,0.53,mythic,
,,Zhuxin,mage,46.05,0.06,0.49,mythic,
,,Alpha,fighter,46.05,1.3,0.76,mythic,
,,Chou,fighter,45.89,1.19,4.5,mythic,
,,Gatotkaca,tank,45.66,0.84,0.71,mythic,
,,Harith,mage,44.37,0.1,0.13,mythic,
,,Mathilda,support,44.12,0.1,0.23,mythic,
,,Lancelot,assassin,44.11,0.49,0.96,mythic,
,,Kalea,support,43.82,0.12,0.44,mythic,
,,Franco,tank,42.94,1.34,6.47,mythic,
,,Fanny,assassin,41.67,0.5,2.68,mythic,
,,Valentina,mage,41.41,0.06,0.1,mythic,
,,Granger,marksman,39.93,1.15,3.27,mythic,
