patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Kaja,support,47.56,0.47,36.74,mythic,
,,Nolan,assassin,47.49,0.39,1.09,mythic,
,,Claude,marksman,47.48,0.63,0.53,mythic,
,,Karrie,marksman,47.38,0.56,1.83,mythic,
,,Baxia,tank,47.24,0.07,0.24,mythic,
,,Freya,fighter,47.22,0.62,2.71,mythic,
,,Harley,assassin,47.12,1.21,18.92,mythic,
,,Kimmy,marksman,47.12,0.59,0.66,mythic,
,,Zilong,fighter,47.09,1.02,0.64,mythic,
,,Luo Yi,mage,47.01,0.16,0.11,mythic,
,,Bruno,marksman,46.73,0.14,0.11,mythic,
,,Wanwan,marksman,46.7,0.14,0.27,mythic,
,,Lesley,marksman,46.61,2.08,21.43,mythic,
,,Pharsa,mage,46.41,0.46,0.39,mythic,
,,Zhuxin,mage,46.37,0.08,0.66,mythic,
,,Joy,assassin,46.35,0.12,0.4,mythic,
,,Karina,assassin,46.16,0.76,3.22,mythic,
,,Tigreal,tank,46.15,2.43,13.22,mythic,
,,Chou,fighter,45.92,1.23,4.91,mythic,
,,Alpha,fighter,45.82,1.14,0.66,mythic,
,,Gatotkaca,tank,45.62,0.76,0.67,mythic,
,,Harith,mage,45.18,0.13,0.17,mythic,
,,Mathilda,support,44.33,0.09,0.19,mythic,
,,Lancelot,assassin,43.42,0.54,0.82,mythic,
,,Kalea,support,42.99,0.12,0.47,mythic,
,,Franco,tank,42.99,1.25,6.77,mythic,
,,Valentina,mage,42.4,0.07,0.1,mythic,
,,Fanny,assassin,41.3,0.53,2.4,mythic,
,,Granger,marksman,40.4,1.26,3.01,mythic,
