patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Minsitthar,fighter,51.6,0.75,12.11,mythic,
,,Zetian,mage,51.59,1.15,10.49,mythic,
,,Vale,mage,51.58,0.8,0.54,mythic,
,,Edith,tank,51.57,0.25,0.15,mythic,
,,Fredrinn,fighter,51.4,0.35,3.26,mythic,
,,Akai,tank,51.38,0.43,5.06,mythic,
,,Hanzo,assassin,51.21,0.65,28.86,mythic,
,,Lukas,fighter,51.19,0.32,1.54,mythic,
,,Irithel,marksman,51.18,0.38,0.65,mythic,
,,Aamon,assassin,51.16,0.94,7.59,mythic,
,,X.Borg,fighter,50.94,0.72,5.89,mythic,
,,Johnson,tank,50.93,0.98,3.95,mythic,
,,Vexana,mage,50.92,2.17,3.26,mythic,
,,Obsidia,marksman,50.9,0.7,2.71,mythic,
,,Paquito,fighter,50.61,1.47,47.75,mythic,
,,Roger,fighter,50.6,0.33,0.17,mythic,
,,Uranus,tank,50.57,0.39,0.95,mythic,
,,Leomord,fighter,50.54,0.25,1.73,mythic,
,,Hirara,assassin,50.51,0.5,36.67,mythic,
,,Kadita,mage,50.45,0.7,6.78,mythic,
,,Guinevere,fighter,50.36,0.92,7.79,mythic,
,,Suyou,assassin,50.31,0.65,2.05,mythic,
,,Alice,tank,50.27,0.53,6.76,mythic,
,,Julian,assassin,50.26,1.08,3.24,mythic,
,,Badang,fighter,50.19,0.88,0.83,mythic,
,,Lapu-Lapu,fighter,50.17,0.33,1.43,mythic,
,,Aldous,fighter,50.09,0.51,0.82,mythic,
,,Lylia,mage,50.01,0.47,1.06,mythic,
,,Saber,assassin,50.0,1.3,48.04,mythic,
,,Thamuz,fighter,49.93,1.2,4.69,mythic,
,,Chang'e,mage,49.65,0.96,1.01,mythic,
,,Lunox,mage,49.63,0.14,0.31,mythic,
,,Novaria,mage,49.56,1.42,10.28,mythic,
,,Odette,mage,49.47,0.58,0.51,mythic,
,,Natan,marksman,49.39,0.22,0.21,mythic,
,,Aulus,fighter,49.34,0.19,0.38,mythic,
,,Sora,fighter,49.28,0.41,7.18,mythic,
,,Angela,support,49.28,1.59,15.31,mythic,
,,Ruby,fighter,49.21,0.31,0.94,mythic,
,,Yin,fighter,49.21,0.82,4.02,mythic,
,,Dyrroth,fighter,49.15,2.29,3.05,mythic,
,,Hylos,tank,49.11,0.34,0.92,mythic,
,,Cecilion,mage,49.05,0.56,0.29,mythic,
,,Aurora,mage,48.92,0.62,0.72,mythic,
,,Yu Zhong,fighter,48.91,0.55,2.52,mythic,
,,Alucard,fighter,48.88,0.61,0.62,mythic,
,,Esmeralda,tank,48.76,0.78,3.1,mythic,
,,Beatrix,marksman,48.71,0.48,0.74,mythic,
,,Jawhead,fighter,48.64,0.57,0.81,mythic,
,,Brody,marksman,48.63,0.47,1.32,mythic,
,,Hayabusa,assassin,48.61,0.79,5.57,mythic,
,,Selena,assassin,48.6,1.2,7.56,mythic,
,,Yve,mage,48.6,0.03,0.08,mythic,
,,Helcurt,assassin,48.31,0.97,20.67,mythic,
,,Layla,marksman,48.27,1.74,2.11,mythic,
,,Ixia,marksman,48.25,0.89,2.47,mythic,
,,Faramis,support,48.2,0.04,0.3,mythic,
,,Gusion,assassin,48.19,1.85,8.72,mythic,
,,Martis,fighter,48.1,0.62,0.96,mythic,
,,Cici,fighter,48.04,0.28,2.03,mythic,
,,Nana,mage,47.95,2.88,7.95,mythic,
,,Balmond,fighter,47.91,1.08,1.0,mythic,
,,Baxia,tank,47.89,0.06,0.19,mythic,
,,Phoveus,fighter,47.83,0.24,1.39,mythic,
,,Xavier,mage,47.71,0.52,0.3,mythic,
,,Kaja,support,47.71,0.36,21.68,mythic,
,,Harley,assassin,47.45,1.2,17.63,mythic,
,,Clint,marksman,47.34,0.5,0.85,mythic,
,,Claude,marksman,47.28,0.58,0.53,mythic,
,,Zilong,fighter,47.13,1.22,0.97,mythic,
,,Moskov,marksman,47.1,0.75,0.47,mythic,
,,Grock,tank,47.07,0.39,1.43,mythic,
,,Pharsa,mage,47.07,0.47,0.44,mythic,
,,Kimmy,marksman,47.05,0.56,0.66,mythic,
,,Karina,assassin,46.97,0.71,3.27,mythic,
,,Luo Yi,mage,46.91,0.16,0.12,mythic,
,,Nolan,assassin,46.9,0.44,1.77,mythic,
,,Freya,fighter,46.8,0.61,3.62,mythic,
,,Arlott,fighter,46.68,0.29,0.51,mythic,
,,Zhuxin,mage,46.49,0.06,0.47,mythic,
,,Lesley,marksman,46.4,1.97,20.85,mythic,
,,Joy,assassin,46.22,0.09,0.36,mythic,
,,Tigreal,tank,46.19,2.35,13.08,mythic,
,,Karrie,marksman,45.98,0.51,1.46,mythic,
,,Alpha,fighter,45.97,1.25,0.8,mythic,
,,Wanwan,marksman,45.85,0.11,0.29,mythic,
,,Gatotkaca,tank,45.68,0.83,0.72,mythic,
,,Chou,fighter,45.6,1.1,4.43,mythic,
,,Chip,support,45.37,0.03,0.51,mythic,
,,Bruno,marksman,45.3,0.13,0.13,mythic,
,,Mathilda,support,44.43,0.09,0.2,mythic,
,,Harith,mage,44.34,0.1,0.13,mythic,
,,Kalea,support,43.47,0.12,0.45,mythic,
,,Lancelot,assassin,43.24,0.57,1.01,mythic,
,,Franco,tank,42.99,1.29,6.0,mythic,
,,Valentina,mage,42.34,0.06,0.11,mythic,
,,Fanny,assassin,41.24,0.56,2.62,mythic,
,,Granger,marksman,39.64,1.24,3.37,mythic,
