patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Esmeralda,tank,48.66,0.8,3.0,mythic,
,,Helcurt,assassin,48.58,0.94,24.98,mythic,
,,Gusion,assassin,48.48,1.7,8.44,mythic,
,,Jawhead,fighter,48.47,0.55,0.67,mythic,
,,Faramis,support,48.41,0.05,0.34,mythic,
,,Beatrix,marksman,48.4,0.53,0.75,mythic,
,,Yve,mage,48.32,0.03,0.07,mythic,
,,Moskov,marksman,48.22,0.77,0.42,mythic,
,,Phoveus,fighter,48.09,0.25,0.79,mythic,
,,Selena,assassin,48.07,1.22,6.97,mythic,
,,Balmond,fighter,48.03,1.16,1.07,mythic,
,,Lunox,mage,48.03,0.15,0.25,mythic,
,,Claude,marksman,47.96,0.62,0.53,mythic,
,,Clint,marksman,47.9,0.55,0.79,mythic,
,,Grock,tank,47.85,0.41,1.51,mythic,
,,Martis,fighter,47.83,0.64,1.1,mythic,
,,Nana,mage,47.75,1.97,6.52,mythic,
,,Cici,fighter,47.72,0.32,2.51,mythic,
,,Layla,marksman,47.7,1.58,1.7,mythic,
,,Harley,assassin,47.58,1.29,19.15,mythic,
,,Nolan,assassin,47.53,0.38,1.05,mythic,
,,Kaja,support,47.52,0.49,32.97,mythic,
,,Xavier,mage,47.42,0.59,0.28,mythic,
,,Zilong,fighter,47.41,1.07,0.63,mythic,
,,Baxia,tank,47.25,0.07,0.19,mythic,
,,Hayabusa,assassin,47.16,0.7,3.53,mythic,
,,Arlott,fighter,47.04,0.31,0.53,mythic,
,,Freya,fighter,46.9,0.6,2.57,mythic,
,,Pharsa,mage,46.76,0.46,0.42,mythic,
,,Lesley,marksman,46.7,2.04,20.6,mythic,
,,Kimmy,marksman,46.69,0.55,0.59,mythic,
,,Luo Yi,mage,46.68,0.16,0.11,mythic,
,,Alpha,fighter,46.42,1.2,0.69,mythic,
,,Tigreal,tank,46.32,2.39,13.18,mythic,
,,Zhuxin,mage,46.31,0.07,0.57,mythic,
,,Bruno,marksman,46.26,0.13,0.11,mythic,
,,Karrie,marksman,46.17,0.54,1.58,mythic,
,,Wanwan,marksman,46.16,0.13,0.28,mythic,
,,Chou,fighter,45.98,1.22,4.79,mythic,
,,Joy,assassin,45.93,0.11,0.37,mythic,
,,Gatotkaca,tank,45.91,0.8,0.7,mythic,
,,Karina,assassin,45.79,0.7,3.0,mythic,
,,Chip,support,45.62,0.04,0.56,mythic,
,,Harith,mage,44.22,0.12,0.15,mythic,
,,Kalea,support,43.83,0.12,0.46,mythic,
,,Mathilda,support,43.72,0.11,0.2,mythic,
,,Lancelot,assassin,43.25,0.54,0.88,mythic,
,,Franco,tank,42.89,1.31,6.92,mythic,
,,Fanny,assassin,41.84,0.54,2.51,mythic,
,,Valentina,mage,41.71,0.07,0.1,mythic,
,,Granger,marksman,40.02,1.24,3.1,mythic,
