patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Aldous,fighter,50.07,0.46,0.58,mythic,
,,Alucard,fighter,50.05,0.61,0.53,mythic,
,,Vexana,mage,50.05,1.98,2.19,mythic,
,,Hirara,assassin,50.02,0.51,36.02,mythic,
,,Ruby,fighter,49.98,0.39,0.82,mythic,
,,Novaria,mage,49.88,1.08,2.72,mythic,
,,Odette,mage,49.85,0.56,0.33,mythic,
,,Sora,fighter,49.84,0.56,8.97,mythic,
,,Johnson,tank,49.84,0.89,3.1,mythic,
,,Suyou,assassin,49.7,0.81,2.83,mythic,
,,Yu Zhong,fighter,49.52,0.68,2.17,mythic,
,,Lylia,mage,49.5,0.49,0.86,mythic,
,,Lapu-Lapu,fighter,49.48,0.46,1.41,mythic,
,,Brody,marksman,49.47,0.58,1.04,mythic,
,,Beatrix,marksman,49.34,0.61,0.65,mythic,
,,Moskov,marksman,49.33,0.82,0.33,mythic,
,,Esmeralda,tank,49.23,1.0,3.76,mythic,
,,Obsidia,marksman,49.22,0.53,1.14,mythic,
,,Lunox,mage,49.16,0.2,0.24,mythic,
,,Angela,support,49.13,1.62,14.6,mythic,
,,Ixia,marksman,48.98,0.89,2.05,mythic,
,,Gusion,assassin,48.94,1.77,7.96,mythic,
,,Aurora,mage,48.83,0.51,0.38,mythic,
,,Cecilion,mage,48.83,0.57,0.21,mythic,
,,Chang'e,mage,48.72,0.89,0.64,mythic,
,,Balmond,fighter,48.63,1.2,1.31,mythic,
,,Helcurt,assassin,48.58,0.94,31.28,mythic,
,,Hylos,tank,48.58,0.35,0.87,mythic,
,,Clint,marksman,48.58,0.63,0.74,mythic,
,,Bruno,marksman,48.53,0.15,0.09,mythic,
,,Dyrroth,fighter,48.46,1.57,1.73,mythic,
,,Karrie,marksman,48.36,0.64,2.17,mythic,
,,Claude,marksman,48.27,0.89,0.54,mythic,
,,Jawhead,fighter,48.25,0.51,0.56,mythic,
,,Nolan,assassin,48.24,0.51,1.43,mythic,
,,Yin,fighter,48.23,0.54,2.39,mythic,
,,Phoveus,fighter,48.22,0.29,1.0,mythic,
,,Xavier,mage,48.14,0.41,0.14,mythic,
,,Arlott,fighter,48.12,0.4,0.71,mythic,
,,Hayabusa,assassin,48.09,0.69,2.78,mythic,
,,Selena,assassin,47.95,1.29,6.99,mythic,
,,Grock,tank,47.73,0.43,1.71,mythic,
,,Martis,fighter,47.73,0.56,0.76,mythic,
,,Chip,support,47.67,0.04,0.56,mythic,
,,Freya,fighter,47.65,0.63,2.83,mythic,
,,Kimmy,marksman,47.6,0.62,0.63,mythic,
,,Layla,marksman,47.55,1.27,1.21,mythic,
,,Wanwan,marksman,47.52,0.13,0.22,mythic,
,,Zhuxin,mage,47.42,0.12,1.07,mythic,
,,Lesley,marksman,47.31,2.12,19.09,mythic,
,,Harley,assassin,47.19,1.08,18.75,mythic,
,,Cici,fighter,47.05,0.3,1.55,mythic,
,,Nana,mage,47.0,1.76,4.99,mythic,
,,Zilong,fighter,46.9,0.83,0.51,mythic,
,,Luo Yi,mage,46.83,0.18,0.1,mythic,
,,Pharsa,mage,46.55,0.47,0.32,mythic,
,,Joy,assassin,46.28,0.18,0.46,mythic,
,,Chou,fighter,46.11,1.31,6.31,mythic,
,,Karina,assassin,46.03,0.72,2.47,mythic,
,,Tigreal,tank,45.88,2.3,12.95,mythic,
,,Alpha,fighter,45.86,1.0,0.48,mythic,
,,Mathilda,support,45.55,0.11,0.26,mythic,
,,Baxia,tank,45.51,0.1,0.27,mythic,
,,Harith,mage,45.45,0.19,0.23,mythic,
,,Kaja,support,45.44,1.01,48.31,mythic,
,,Gatotkaca,tank,45.22,0.65,0.52,mythic,
,,Kalea,support,43.92,0.13,0.52,mythic,
,,Lancelot,assassin,43.38,0.53,0.66,mythic,
,,Franco,tank,43.06,1.1,7.14,mythic,
,,Valentina,mage,42.52,0.11,0.13,mythic,
,,Fanny,assassin,41.79,0.58,2.24,mythic,
,,Granger,marksman,40.96,1.36,2.48,mythic,
