patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Odette,mage,49.39,0.54,0.32,mythic,
,,Obsidia,marksman,49.32,0.56,1.14,mythic,
,,Lunox,mage,49.32,0.2,0.22,mythic,
,,Lapu-Lapu,fighter,49.31,0.47,1.44,mythic,
,,Yu Zhong,fighter,49.29,0.65,2.13,mythic,
,,Esmeralda,tank,49.23,1.01,3.65,mythic,
,,Lylia,mage,49.17,0.48,0.82,mythic,
,,Moskov,marksman,49.05,0.73,0.29,mythic,
,,Cecilion,mage,49.03,0.57,0.2,mythic,
,,Hirara,assassin,49.01,0.54,38.55,mythic,
,,Ixia,marksman,48.94,0.9,2.01,mythic,
,,Gusion,assassin,48.84,1.79,8.25,mythic,
,,Clint,marksman,48.83,0.66,0.75,mythic,
,,Angela,support,48.79,1.69,15.78,mythic,
,,Helcurt,assassin,48.78,0.96,34.81,mythic,
,,Balmond,fighter,48.7,1.21,1.36,mythic,
,,Karrie,marksman,48.65,0.66,2.27,mythic,
,,Nolan,assassin,48.59,0.49,1.46,mythic,
,,Dyrroth,fighter,48.53,1.56,1.75,mythic,
,,Chang'e,mage,48.49,0.88,0.61,mythic,
,,Aurora,mage,48.48,0.52,0.38,mythic,
,,Hylos,tank,48.44,0.38,0.9,mythic,
,,Claude,marksman,48.4,0.94,0.58,mythic,
,,Yin,fighter,48.4,0.51,2.29,mythic,
,,Phoveus,fighter,48.3,0.3,1.07,mythic,
,,Arlott,fighter,48.25,0.41,0.77,mythic,
,,Jawhead,fighter,48.19,0.51,0.55,mythic,
,,Bruno,marksman,48.19,0.15,0.1,mythic,
,,Selena,assassin,48.05,1.35,7.45,mythic,
,,Hayabusa,assassin,48.02,0.69,2.8,mythic,
,,Xavier,mage,47.99,0.41,0.15,mythic,
,,Martis,fighter,47.85,0.56,0.74,mythic,
,,Freya,fighter,47.77,0.64,2.98,mythic,
,,Novaria,mage,47.75,0.76,1.82,mythic,
,,Chip,support,47.72,0.04,0.58,mythic,
,,Layla,marksman,47.54,1.24,1.15,mythic,
,,Cici,fighter,47.54,0.3,1.5,mythic,
,,Wanwan,marksman,47.47,0.13,0.21,mythic,
,,Grock,tank,47.45,0.45,1.8,mythic,
,,Kimmy,marksman,47.44,0.62,0.66,mythic,
,,Lesley,marksman,47.34,2.12,19.48,mythic,
,,Harley,assassin,47.18,1.09,20.28,mythic,
,,Zhuxin,mage,47.11,0.14,1.32,mythic,
,,Joy,assassin,46.96,0.22,0.49,mythic,
,,Luo Yi,mage,46.85,0.18,0.11,mythic,
,,Zilong,fighter,46.63,0.82,0.51,mythic,
,,Nana,mage,46.58,1.75,4.83,mythic,
,,Pharsa,mage,46.53,0.47,0.31,mythic,
,,Chou,fighter,46.31,1.35,6.26,mythic,
,,Karina,assassin,46.26,0.71,2.45,mythic,
,,Harith,mage,46.06,0.21,0.25,mythic,
,,Alpha,fighter,45.83,0.99,0.45,mythic,
,,Tigreal,tank,45.61,2.34,13.25,mythic,
,,Mathilda,support,45.35,0.12,0.29,mythic,
,,Baxia,tank,45.28,0.11,0.25,mythic,
,,Gatotkaca,tank,45.07,0.68,0.51,mythic,
,,Kalea,support,44.27,0.13,0.53,mythic,
,,Lancelot,assassin,44.11,0.55,0.68,mythic,
,,Valentina,mage,43.13,0.11,0.12,mythic,
,,Franco,tank,42.9,1.16,7.25,mythic,
,,Fanny,assassin,42.25,0.6,2.33,mythic,
,,Granger,marksman,41.08,1.38,2.48,mythic,
