patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Baxia,tank,45.61,0.09,0.24,mythic,
,,Gatotkaca,tank,45.36,0.72,0.57,mythic,
,,Chip,support,44.48,0.04,0.56,mythic,
,,Mathilda,support,44.1,0.1,0.23,mythic,
,,Lancelot,assassin,43.52,0.57,0.75,mythic,
,,Franco,tank,43.29,1.22,6.89,mythic,
,,Kalea,support,43.16,0.12,0.49,mythic,
,,Valentina,mage,42.35,0.09,0.11,mythic,
,,Fanny,assassin,41.75,0.56,2.43,mythic,
,,Granger,marksman,40.82,1.31,2.72,mythic,
