patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Julian,assassin,50.55,1.1,3.18,mythic,
,,Leomord,fighter,50.53,0.3,1.97,mythic,
,,Roger,fighter,50.51,0.35,0.14,mythic,
,,Aldous,fighter,50.47,0.55,0.77,mythic,
,,Uranus,tank,50.37,0.42,0.89,mythic,
,,Fredrinn,fighter,50.21,0.4,3.17,mythic,
,,Odette,mage,49.99,0.61,0.41,mythic,
,,Thamuz,fighter,49.96,1.05,3.57,mythic,
,,Hirara,assassin,49.86,0.45,34.51,mythic,
,,Faramis,support,49.83,0.05,0.34,mythic,
,,Natan,marksman,49.81,0.23,0.19,mythic,
,,Lylia,mage,49.73,0.46,0.94,mythic,
,,Suyou,assassin,49.71,0.68,2.02,mythic,
,,Sora,fighter,49.52,0.45,7.77,mythic,
,,Aurora,mage,49.43,0.6,0.6,mythic,
,,Cecilion,mage,49.35,0.57,0.25,mythic,
,,Angela,support,49.28,1.57,14.58,mythic,
,,Obsidia,marksman,49.2,0.49,1.23,mythic,
,,Yin,fighter,49.18,0.75,3.35,mythic,
,,Lapu-Lapu,fighter,49.17,0.35,1.7,mythic,
,,Ruby,fighter,49.14,0.33,1.01,mythic,
,,Dyrroth,fighter,49.11,1.97,2.34,mythic,
,,Alucard,fighter,49.09,0.6,0.6,mythic,
,,Yve,mage,48.99,0.03,0.06,mythic,
,,Ixia,marksman,48.95,0.89,2.28,mythic,
,,Novaria,mage,48.88,1.52,8.02,mythic,
,,Lunox,mage,48.84,0.16,0.25,mythic,
,,Brody,marksman,48.81,0.52,1.27,mythic,
,,Yu Zhong,fighter,48.73,0.58,2.6,mythic,
,,Hylos,tank,48.71,0.35,1.17,mythic,
,,Beatrix,marksman,48.7,0.55,0.73,mythic,
,,Jawhead,fighter,48.57,0.55,0.66,mythic,
,,Clint,marksman,48.53,0.56,0.81,mythic,
,,Chang'e,mage,48.46,0.97,0.86,mythic,
,,Gusion,assassin,48.45,1.94,8.41,mythic,
,,Selena,assassin,48.38,1.18,6.79,mythic,
,,Esmeralda,tank,48.34,0.83,3.07,mythic,
,,Moskov,marksman,48.32,0.78,0.41,mythic,
,,Helcurt,assassin,48.16,0.92,25.36,mythic,
,,Martis,fighter,48.01,0.62,1.1,mythic,
,,Nolan,assassin,47.97,0.38,1.06,mythic,
,,Layla,marksman,47.97,1.53,1.59,mythic,
,,Xavier,mage,47.93,0.59,0.27,mythic,
,,Cici,fighter,47.91,0.32,2.43,mythic,
,,Balmond,fighter,47.86,1.17,1.08,mythic,
,,Hayabusa,assassin,47.74,0.7,3.43,mythic,
,,Grock,tank,47.63,0.41,1.51,mythic,
,,Nana,mage,47.59,1.93,6.24,mythic,
,,Kaja,support,47.56,0.51,34.66,mythic,
,,Zilong,fighter,47.51,1.04,0.65,mythic,
,,Phoveus,fighter,47.43,0.25,0.83,mythic,
,,Claude,marksman,47.39,0.66,0.53,mythic,
,,Harley,assassin,47.38,1.26,19.09,mythic,
,,Arlott,fighter,47.34,0.32,0.55,mythic,
,,Freya,fighter,47.22,0.59,2.62,mythic,
,,Wanwan,marksman,47.13,0.14,0.3,mythic,
,,Karrie,marksman,47.09,0.56,1.62,mythic,
,,Pharsa,mage,47.02,0.48,0.39,mythic,
,,Luo Yi,mage,47.0,0.17,0.11,mythic,
,,Bruno,marksman,46.79,0.13,0.12,mythic,
,,Kimmy,marksman,46.77,0.57,0.62,mythic,
,,Lesley,marksman,46.57,2.06,20.89,mythic,
,,Zhuxin,mage,46.56,0.07,0.63,mythic,
,,Chip,support,46.29,0.04,0.57,mythic,
,,Joy,assassin,46.28,0.1,0.39,mythic,
,,Alpha,fighter,46.1,1.14,0.65,mythic,
,,Tigreal,tank,46.04,2.34,13.12,mythic,
,,Karina,assassin,46.0,0.67,2.92,mythic,
,,Chou,fighter,45.65,1.22,4.84,mythic,
,,Baxia,tank,45.62,0.07,0.19,mythic,
,,Gatotkaca,tank,45.54,0.75,0.68,mythic,
,,Harith,mage,44.4,0.13,0.15,mythic,
,,Mathilda,support,43.65,0.11,0.22,mythic,
,,Lancelot,assassin,43.37,0.63,0.86,mythic,
,,Kalea,support,43.11,0.12,0.45,mythic,
,,Franco,tank,42.6,1.29,7.01,mythic,
,,Valentina,mage,42.56,0.07,0.1,mythic,
,,Fanny,assassin,41.08,0.62,2.48,mythic,
,,Granger,marksman,40.24,1.32,3.04,mythic,
