patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Vale,mage,51.34,0.75,0.4,mythic,
,,Akai,tank,51.23,0.55,10.43,mythic,
,,Yi Sun-shin,assassin,51.14,1.38,12.79,mythic,
,,Lukas,fighter,51.07,0.34,1.0,mythic,
,,Edith,tank,51.05,0.23,0.13,mythic,
,,Aamon,assassin,51.03,0.95,6.4,mythic,
,,Kadita,mage,50.96,0.77,6.88,mythic,
,,Badang,fighter,50.84,0.93,1.03,mythic,
,,Yve,mage,50.75,0.04,0.06,mythic,
,,Fredrinn,fighter,50.74,0.47,3.57,mythic,
,,Paquito,fighter,50.73,1.51,58.24,mythic,
,,Guinevere,fighter,50.71,1.13,13.63,mythic,
,,X.Borg,fighter,50.64,0.73,5.27,mythic,
,,Faramis,support,50.63,0.05,0.35,mythic,
,,Vexana,mage,50.59,2.07,2.49,mythic,
,,Uranus,tank,50.58,0.41,0.9,mythic,
,,Roger,fighter,50.57,0.36,0.16,mythic,
,,Natan,marksman,50.49,0.25,0.19,mythic,
,,Aldous,fighter,50.39,0.54,0.7,mythic,
,,Aulus,fighter,50.38,0.25,0.45,mythic,
,,Julian,assassin,50.37,1.09,2.81,mythic,
,,Saber,assassin,50.27,1.14,43.49,mythic,
,,Thamuz,fighter,50.24,1.05,3.3,mythic,
,,Leomord,fighter,50.23,0.36,2.26,mythic,
,,Alice,tank,50.19,0.59,5.44,mythic,
,,Johnson,tank,50.05,0.96,3.21,mythic,
,,Sora,fighter,50.04,0.53,8.88,mythic,
,,Hirara,assassin,49.97,0.43,36.32,mythic,
,,Obsidia,marksman,49.86,0.52,1.26,mythic,
,,Lylia,mage,49.67,0.48,0.93,mythic,
,,Alucard,fighter,49.61,0.57,0.55,mythic,
,,Suyou,assassin,49.52,0.79,2.46,mythic,
,,Novaria,mage,49.44,1.33,5.33,mythic,
,,Lapu-Lapu,fighter,49.4,0.4,1.63,mythic,
,,Angela,support,49.19,1.57,14.13,mythic,
,,Yu Zhong,fighter,49.18,0.66,2.55,mythic,
,,Odette,mage,49.16,0.56,0.37,mythic,
,,Dyrroth,fighter,48.98,1.75,2.09,mythic,
,,Ruby,fighter,48.92,0.38,1.03,mythic,
,,Aurora,mage,48.91,0.55,0.48,mythic,
,,Jawhead,fighter,48.88,0.53,0.61,mythic,
,,Ixia,marksman,48.85,0.86,2.14,mythic,
,,Gusion,assassin,48.79,1.64,7.77,mythic,
,,Helcurt,assassin,48.73,0.94,28.04,mythic,
,,Yin,fighter,48.73,0.68,2.85,mythic,
,,Chang'e,mage,48.68,0.89,0.73,mythic,
,,Moskov,marksman,48.56,0.86,0.39,mythic,
,,Cecilion,mage,48.56,0.58,0.24,mythic,
,,Brody,marksman,48.51,0.55,1.27,mythic,
,,Hylos,tank,48.4,0.37,1.09,mythic,
,,Lunox,mage,48.32,0.18,0.27,mythic,
,,Beatrix,marksman,48.23,0.59,0.77,mythic,
,,Esmeralda,tank,48.21,0.85,3.18,mythic,
,,Chip,support,48.06,0.04,0.59,mythic,
,,Balmond,fighter,48.05,1.19,1.2,mythic,
,,Selena,assassin,48.01,1.17,6.37,mythic,
,,Phoveus,fighter,48.0,0.29,0.99,mythic,
,,Clint,marksman,47.99,0.58,0.77,mythic,
,,Martis,fighter,47.9,0.61,1.0,mythic,
,,Claude,marksman,47.88,0.73,0.57,mythic,
,,Layla,marksman,47.75,1.38,1.41,mythic,
,,Hayabusa,assassin,47.7,0.75,3.21,mythic,
,,Nolan,assassin,47.69,0.43,1.15,mythic,
,,Grock,tank,47.66,0.44,1.62,mythic,
,,Kaja,support,47.64,0.55,41.57,mythic,
,,Freya,fighter,47.63,0.61,2.77,mythic,
,,Harley,assassin,47.6,1.19,19.37,mythic,
,,Zilong,fighter,47.58,0.97,0.58,mythic,
,,Xavier,mage,47.56,0.57,0.22,mythic,
,,Cici,fighter,47.55,0.33,2.29,mythic,
,,Arlott,fighter,47.45,0.36,0.61,mythic,
,,Luo Yi,mage,47.41,0.16,0.1,mythic,
,,Nana,mage,47.4,1.84,5.34,mythic,
,,Karrie,marksman,47.2,0.57,1.97,mythic,
,,Baxia,tank,46.92,0.08,0.23,mythic,
,,Bruno,marksman,46.87,0.14,0.1,mythic,
,,Pharsa,mage,46.81,0.46,0.35,mythic,
,,Lesley,marksman,46.79,2.07,20.1,mythic,
,,Wanwan,marksman,46.76,0.17,0.28,mythic,
,,Kimmy,marksman,46.57,0.59,0.62,mythic,
,,Joy,assassin,46.51,0.13,0.42,mythic,
,,Zhuxin,mage,46.17,0.1,0.8,mythic,
,,Karina,assassin,46.0,0.68,2.64,mythic,
,,Tigreal,tank,45.9,2.37,12.44,mythic,
,,Chou,fighter,45.86,1.25,4.24,mythic,
,,Alpha,fighter,45.67,1.1,0.58,mythic,
,,Gatotkaca,tank,45.29,0.74,0.61,mythic,
,,Harith,mage,44.68,0.14,0.18,mythic,
,,Mathilda,support,44.56,0.1,0.21,mythic,
,,Lancelot,assassin,43.55,0.58,0.85,mythic,
,,Kalea,support,43.38,0.12,0.49,mythic,
,,Franco,tank,43.13,1.26,6.63,mythic,
,,Valentina,mage,42.08,0.08,0.12,mythic,
,,Fanny,assassin,41.45,0.57,2.56,mythic,
,,Granger,marksman,40.44,1.27,2.9,mythic,
