patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Thamuz,fighter,50.24,1.22,4.43,mythic,
,,Julian,assassin,50.17,1.19,3.39,mythic,
,,Hirara,assassin,50.16,0.49,34.91,mythic,
,,Saber,assassin,50.09,1.22,45.92,mythic,
,,Aldous,fighter,50.03,0.56,0.85,mythic,
,,Suyou,assassin,50.01,0.72,1.93,mythic,
,,Natan,marksman,49.93,0.23,0.22,mythic,
,,Lylia,mage,49.9,0.5,1.14,mythic,
,,Odette,mage,49.86,0.63,0.49,mythic,
,,Novaria,mage,49.72,1.51,9.67,mythic,
,,Lunox,mage,49.64,0.16,0.28,mythic,
,,Alucard,fighter,49.48,0.61,0.67,mythic,
,,Lapu-Lapu,fighter,49.46,0.38,2.02,mythic,
,,Cecilion,mage,49.43,0.58,0.29,mythic,
,,Sora,fighter,49.34,0.46,6.74,mythic,
,,Angela,support,49.25,1.59,14.14,mythic,
,,Ruby,fighter,49.21,0.33,1.01,mythic,
,,Yu Zhong,fighter,49.05,0.62,3.01,mythic,
,,Aurora,mage,48.98,0.62,0.68,mythic,
,,Ixia,marksman,48.98,0.87,2.47,mythic,
,,Hylos,tank,48.98,0.34,1.31,mythic,
,,Hayabusa,assassin,48.9,0.95,5.71,mythic,
,,Chang'e,mage,48.88,0.95,0.94,mythic,
,,Yin,fighter,48.88,0.8,3.66,mythic,
,,Esmeralda,tank,48.7,0.75,3.07,mythic,
,,Dyrroth,fighter,48.68,2.0,2.59,mythic,
,,Selena,assassin,48.66,1.24,7.32,mythic,
,,Gusion,assassin,48.56,1.64,8.1,mythic,
,,Brody,marksman,48.38,0.52,1.48,mythic,
,,Beatrix,marksman,48.36,0.52,0.81,mythic,
,,Luo Yi,mage,48.35,0.16,0.12,mythic,
,,Phoveus,fighter,48.25,0.24,0.9,mythic,
,,Helcurt,assassin,48.23,0.96,23.14,mythic,
,,Clint,marksman,48.13,0.52,0.76,mythic,
,,Jawhead,fighter,48.08,0.53,0.76,mythic,
,,Claude,marksman,48.01,0.65,0.58,mythic,
,,Cici,fighter,48.0,0.3,2.72,mythic,
,,Balmond,fighter,47.99,1.09,1.11,mythic,
,,Layla,marksman,47.9,1.62,1.95,mythic,
,,Harley,assassin,47.81,1.25,19.22,mythic,
,,Moskov,marksman,47.81,0.77,0.47,mythic,
,,Nana,mage,47.77,1.98,6.82,mythic,
,,Nolan,assassin,47.76,0.38,1.11,mythic,
,,Xavier,mage,47.66,0.56,0.27,mythic,
,,Grock,tank,47.65,0.4,1.5,mythic,
,,Kaja,support,47.45,0.43,30.56,mythic,
,,Arlott,fighter,47.41,0.3,0.57,mythic,
,,Martis,fighter,47.37,0.63,1.13,mythic,
,,Kimmy,marksman,47.3,0.59,0.68,mythic,
,,Freya,fighter,47.21,0.63,2.85,mythic,
,,Zilong,fighter,47.17,1.09,0.72,mythic,
,,Pharsa,mage,46.88,0.46,0.45,mythic,
,,Lesley,marksman,46.8,1.97,21.41,mythic,
,,Bruno,marksman,46.76,0.12,0.13,mythic,
,,Chip,support,46.76,0.04,0.59,mythic,
,,Wanwan,marksman,46.47,0.12,0.28,mythic,
,,Karrie,marksman,46.45,0.52,1.79,mythic,
,,Baxia,tank,46.32,0.07,0.22,mythic,
,,Karina,assassin,46.21,0.75,3.52,mythic,
,,Zhuxin,mage,46.2,0.07,0.55,mythic,
,,Tigreal,tank,46.15,2.46,13.43,mythic,
,,Joy,assassin,46.11,0.1,0.38,mythic,
,,Alpha,fighter,46.1,1.25,0.8,mythic,
,,Chou,fighter,46.02,1.17,4.66,mythic,
,,Gatotkaca,tank,45.51,0.8,0.82,mythic,
,,Mathilda,support,45.42,0.11,0.24,mythic,
,,Harith,mage,45.35,0.11,0.16,mythic,
,,Kalea,support,43.61,0.12,0.48,mythic,
,,Lancelot,assassin,43.45,0.5,0.91,mythic,
,,Franco,tank,43.11,1.25,6.69,mythic,
,,Fanny,assassin,42.32,0.51,2.57,mythic,
,,Valentina,mage,41.44,0.06,0.12,mythic,
,,Granger,marksman,40.35,1.21,3.21,mythic,
