patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Harley,assassin,47.24,1.12,18.28,mythic,
,,Kimmy,marksman,47.23,0.57,0.62,mythic,
,,Freya,fighter,47.13,0.62,2.71,mythic,
,,Nana,mage,46.99,1.86,5.86,mythic,
,,Lesley,marksman,46.82,2.1,19.85,mythic,
,,Joy,assassin,46.79,0.14,0.42,mythic,
,,Pharsa,mage,46.67,0.47,0.34,mythic,
,,Baxia,tank,46.42,0.09,0.24,mythic,
,,Chip,support,46.05,0.04,0.55,mythic,
,,Chou,fighter,45.91,1.36,6.66,mythic,
,,Alpha,fighter,45.84,1.09,0.55,mythic,
,,Tigreal,tank,45.81,2.37,13.55,mythic,
,,Harith,mage,45.54,0.16,0.18,mythic,
,,Gatotkaca,tank,45.43,0.71,0.56,mythic,
,,Karina,assassin,45.4,0.71,2.61,mythic,
,,Mathilda,support,45.29,0.1,0.22,mythic,
,,Kalea,support,44.24,0.12,0.48,mythic,
,,Lancelot,assassin,43.98,0.53,0.72,mythic,
,,Franco,tank,43.23,1.19,7.29,mythic,
,,Valentina,mage,42.73,0.09,0.11,mythic,
,,Fanny,assassin,41.68,0.53,2.27,mythic,
,,Granger,marksman,40.66,1.3,2.68,mythic,
