patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Joy,assassin,46.44,0.09,0.36,mythic,
,,Karina,assassin,46.43,0.75,3.37,mythic,
,,Lesley,marksman,46.35,1.98,20.83,mythic,
,,Tigreal,tank,46.24,2.42,13.0,mythic,
,,Gatotkaca,tank,46.02,0.88,0.72,mythic,
,,Bruno,marksman,45.93,0.13,0.14,mythic,
,,Karrie,marksman,45.92,0.5,1.56,mythic,
,,Chip,support,45.68,0.03,0.49,mythic,
,,Chou,fighter,45.44,1.11,4.42,mythic,
,,Mathilda,support,44.69,0.09,0.2,mythic,
,,Harith,mage,44.42,0.09,0.12,mythic,
,,Kalea,support,44.33,0.11,0.37,mythic,
,,Lancelot,assassin,43.16,0.51,1.11,mythic,
,,Franco,tank,42.75,1.31,5.84,mythic,
,,Fanny,assassin,41.47,0.51,2.74,mythic,
,,Valentina,mage,40.43,0.08,0.15,mythic,
,,Granger,marksman,39.62,1.19,3.58,mythic,
