patch_id,patch_date,hero,role,win_rate,pick_rate,ban_rate,rank_bracket,nerfed_next
,,Lylia,mage,49.92,0.48,1.17,mythic,
,,Aulus,fighter,49.88,0.18,0.38,mythic,
,,Aurora,mage,49.72,0.67,0.77,mythic,
,,Yin,fighter,49.53,0.85,4.04,mythic,
,,Hylos,tank,49.49,0.34,0.84,mythic,
,,Chang'e,mage,49.47,0.95,1.0,mythic,
,,Odette,mage,49.42,0.61,0.51,mythic,
,,Lapu-Lapu,fighter,49.4,0.35,1.41,mythic,
,,Angela,support,49.26,1.53,15.46,mythic,
,,Ruby,fighter,49.24,0.29,0.96,mythic,
,,Cecilion,mage,49.15,0.57,0.31,mythic,
,,Yve,mage,49.13,0.03,0.09,mythic,
,,Novaria,mage,49.09,1.47,10.51,mythic,
,,Alucard,fighter,48.91,0.61,0.63,mythic,
,,Helcurt,assassin,48.84,1.02,20.37,mythic,
,,Hayabusa,assassin,48.84,0.8,5.59,mythic,
,,Natan,marksman,48.79,0.23,0.23,mythic,
,,Esmeralda,tank,48.76,0.76,3.31,mythic,
,,Sora,fighter,48.65,0.42,7.11,mythic,
,,Yu Zhong,fighter,48.64,0.58,2.54,mythic,
,,Jawhead,fighter,48.48,0.55,0.87,mythic,
,,Dyrroth,fighter,48.45,2.25,3.13,mythic,
,,Lunox,mage,48.43,0.13,0.34,mythic,
,,Nana,mage,48.36,2.47,8.29,mythic,
,,Layla,marksman,48.35,1.77,2.22,mythic,
,,Gusion,assassin,48.26,1.59,8.3,mythic,
,,Ixia,marksman,48.22,0.86,2.49,mythic,
,,Selena,assassin,48.2,1.18,6.99,mythic,
,,Beatrix,marksman,48.2,0.47,0.76,mythic,
,,Brody,marksman,48.18,0.46,1.33,mythic,
,,Balmond,fighter,47.97,1.07,1.04,mythic,
,,Grock,tank,47.86,0.38,1.3,mythic,
,,Xavier,mage,47.83,0.54,0.29,mythic,
,,Clint,marksman,47.79,0.5,0.83,mythic,
,,Chip,support,47.74,0.03,0.48,mythic,
,,Cici,fighter,47.68,0.27,1.92,mythic,
,,Luo Yi,mage,47.68,0.16,0.14,mythic,
,,Martis,fighter,47.63,0.63,0.87,mythic,
,,Phoveus,fighter,47.51,0.25,1.66,mythic,
,,Kaja,support,47.42,0.33,18.43,mythic,
,,Pharsa,mage,47.28,0.47,0.49,mythic,
,,Claude,marksman,47.24,0.56,0.55,mythic,
,,Moskov,marksman,47.19,0.8,0.51,mythic,
,,Harley,assassin,47.09,1.24,17.32,mythic,
,,Kimmy,marksman,47.05,0.54,0.65,mythic,
,,Zilong,fighter,47.02,1.25,1.02,mythic,
,,Freya,fighter,46.9,0.67,4.28,mythic,
,,Alpha,fighter,46.87,1.34,0.86,mythic,
,,Nolan,assassin,46.5,0.47,2.08,mythic,
,,Baxia,tank,46.46,0.06,0.17,mythic,
,,Zhuxin,mage,46.44,0.06,0.45,mythic,
,,Karina,assassin,46.33,0.73,3.23,mythic,
,,Arlott,fighter,46.3,0.3,0.54,mythic,
,,Lesley,marksman,46.28,1.97,20.47,mythic,
,,Tigreal,tank,46.25,2.44,13.03,mythic,
,,Wanwan,marksman,46.15,0.11,0.28,mythic,
,,Gatotkaca,tank,46.12,0.9,0.74,mythic,
,,Bruno,marksman,45.86,0.13,0.14,mythic,
,,Karrie,marksman,45.8,0.5,1.62,mythic,
,,Chou,fighter,45.43,1.13,4.75,mythic,
,,Joy,assassin,45.35,0.08,0.34,mythic,
,,Mathilda,support,44.95,0.09,0.19,mythic,
,,Harith,mage,44.12,0.1,0.13,mythic,
,,Kalea,support,43.65,0.12,0.36,mythic,
,,Franco,tank,43.3,1.32,6.04,mythic,
,,Lancelot,assassin,42.73,0.52,1.12,mythic,
,,Fanny,assassin,41.67,0.52,2.76,mythic,
,,Valentina,mage,41.42,0.07,0.16,mythic,
,,Granger,marksman,40.07,1.2,3.67,mythic,
